TU LWE Challenge, n =  40, alpha = 0.0350
[0m[1;31m dim = 188, dvol = 327.74 [0m
Generate gs-lengths by GSA assumption. Attack Estimation via simulation + probabilistic model (EnumBS in parallel)
beta_start= 79, gap = 1, J = 8, J_gap = 1, cost_model = 2, max_loop = 5, threads = 15, G_prec = 0.000000e+00,  slope_prec = 1.000000e-04,  progressive_sieve = 1, worst_case, Min G2 Strategy. 
 index:        1, (beta,j): (  79,   8) --> ( 187,   1), goal index:       71, cost =
 index:     1090, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    13706, cost =
 index:     1091, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    13731, cost =
 index:     1092, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    13762, cost =
 index:     1093, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    13792, cost =
 index:     1094, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    13823, cost =
 index:     1095, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    13855, cost =
 index:     1096, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    13885, cost =
 index:     1097, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    13917, cost =
 index:     1098, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    13949, cost =
 index:     1099, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    13980, cost =
 index:     1100, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14011, cost =
 index:     1101, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14043, cost =
 index:     1102, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14073, cost =
 index:     1103, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14105, cost =
 index:     1104, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14137, cost =
 index:     1105, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14164, cost =
 index:     1106, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14194, cost =
 index:     1107, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14224, cost =
 index:     1108, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14256, cost =
 index:     1109, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14288, cost =
 index:     1110, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14320, cost =
 index:     1111, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14352, cost =
 index:     1112, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14384, cost =
 index:     1113, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14416, cost =
 index:     1114, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14448, cost =
 index:     1115, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14479, cost =
 index:     1116, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14509, cost =
 index:     1117, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14540, cost =
 index:     1118, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14572, cost =
 index:     1119, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14604, cost =
 index:     1120, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14636, cost =
 index:     1121, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14666, cost =
 index:     1122, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14698, cost =
 index:     1123, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14729, cost =
 index:     1124, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14758, cost =
 index:     1125, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14790, cost =
 index:     1126, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14822, cost =
 index:     1127, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14850, cost =
 index:     1128, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14882, cost =
 index:     1129, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14879, cost =
 index:     1130, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14912, cost =
 index:     1131, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14945, cost =
 index:     1132, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    14978, cost =
 index:     1133, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15011, cost =
 index:     1134, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15044, cost =
 index:     1135, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15076, cost =
 index:     1136, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15109, cost =
 index:     1137, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15141, cost =
 index:     1138, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15174, cost =
 index:     1139, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15206, cost =
 index:     1140, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15239, cost =
 index:     1141, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15270, cost =
 index:     1142, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15303, cost =
 index:     1143, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15334, cost =
 index:     1144, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15367, cost =
 index:     1145, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15399, cost =
 index:     1146, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15432, cost =
 index:     1147, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15465, cost =
 index:     1148, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15498, cost =
 index:     1149, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15530, cost =
 index:     1150, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15563, cost =
 index:     1151, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15596, cost =
 index:     1152, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15629, cost =
 index:     1153, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15662, cost =
 index:     1154, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15695, cost =
 index:     1155, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15728, cost =
 index:     1156, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15761, cost =
 index:     1157, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15793, cost =
 index:     1158, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15826, cost =
 index:     1159, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15859, cost =
 index:     1160, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15892, cost =
 index:     1161, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15922, cost =
 index:     1162, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15955, cost =
 index:     1163, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    15980, cost =
 index:     1164, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16011, cost =
 index:     1165, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16041, cost =
 index:     1166, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16073, cost =
 index:     1167, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16105, cost =
 index:     1168, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16137, cost =
 index:     1169, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16169, cost =
 index:     1170, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16200, cost =
 index:     1171, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16226, cost =
 index:     1172, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16255, cost =
 index:     1173, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16237, cost =
 index:     1174, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16268, cost =
 index:     1175, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16300, cost =
 index:     1176, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16332, cost =
 index:     1177, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16363, cost =
 index:     1178, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16395, cost =
 index:     1179, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16425, cost =
 index:     1180, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16456, cost =
 index:     1181, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16482, cost =
 index:     1182, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16506, cost =
 index:     1183, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16535, cost =
 index:     1184, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16564, cost =
 index:     1185, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16595, cost =
 index:     1186, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16599, cost =
 index:     1187, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16630, cost =
 index:     1188, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16652, cost =
 index:     1189, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16681, cost =
 index:     1190, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16708, cost =
 index:     1191, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16740, cost =
 index:     1192, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16772, cost =
 index:     1193, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16792, cost =
 index:     1194, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16823, cost =
 index:     1195, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16853, cost =
 index:     1196, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16883, cost =
 index:     1197, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16829, cost =
 index:     1198, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16861, cost =
 index:     1199, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16888, cost =
 index:     1200, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16916, cost =
 index:     1201, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16943, cost =
 index:     1202, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    16975, cost =
 index:     1203, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    17007, cost =
 index:     1204, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    17015, cost =
 index:     1205, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    17045, cost =
 index:     1206, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    17072, cost =
 index:     1207, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17104, cost =
 index:     1208, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    15993, cost =
 index:     1209, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16016, cost =
 index:     1210, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16009, cost =
 index:     1211, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16026, cost =
 index:     1212, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16020, cost =
 index:     1213, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16047, cost =
 index:     1214, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16079, cost =
 index:     1215, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    15984, cost =
 index:     1216, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16005, cost =
 index:     1217, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16020, cost =
 index:     1218, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16048, cost =
 index:     1219, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16079, cost =
 index:     1220, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16111, cost =
 index:     1221, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16137, cost =
 index:     1222, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16167, cost =
 index:     1223, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16198, cost =
 index:     1224, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16225, cost =
 index:     1225, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16251, cost =
 index:     1226, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16270, cost =
 index:     1227, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16297, cost =
 index:     1228, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16319, cost =
 index:     1229, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16342, cost =
 index:     1230, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16327, cost =
 index:     1231, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16356, cost =
 index:     1232, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16355, cost =
 index:     1233, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16382, cost =
 index:     1234, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16401, cost =
 index:     1235, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16425, cost =
 index:     1236, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16435, cost =
 index:     1237, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16467, cost =
 index:     1238, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16496, cost =
 index:     1239, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16528, cost =
 index:     1240, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16557, cost =
 index:     1241, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16589, cost =
 index:     1242, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16620, cost =
 index:     1243, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16649, cost =
 index:     1244, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16674, cost =
 index:     1245, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16706, cost =
 index:     1246, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16732, cost =
 index:     1247, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16762, cost =
 index:     1248, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16789, cost =
 index:     1249, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16820, cost =
 index:     1250, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16852, cost =
 index:     1251, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16883, cost =
 index:     1252, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16913, cost =
 index:     1253, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16942, cost =
 index:     1254, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    16973, cost =
 index:     1255, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17003, cost =
 index:     1256, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17035, cost =
 index:     1257, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17062, cost =
 index:     1258, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17094, cost =
 index:     1259, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17124, cost =
 index:     1260, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17153, cost =
 index:     1261, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17184, cost =
 index:     1262, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17214, cost =
 index:     1263, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17243, cost =
 index:     1264, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17273, cost =
 index:     1265, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17304, cost =
 index:     1266, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17334, cost =
 index:     1267, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17365, cost =
 index:     1268, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17397, cost =
 index:     1269, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17428, cost =
 index:     1270, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17459, cost =
 index:     1271, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17491, cost =
 index:     1272, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17522, cost =
 index:     1273, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17554, cost =
 index:     1274, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17585, cost =
 index:     1275, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17616, cost =
 index:     1276, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17647, cost =
 index:     1277, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17678, cost =
 index:     1278, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17708, cost =
 index:     1279, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17740, cost =
 index:     1280, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17772, cost =
 index:     1281, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17803, cost =
 index:     1282, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17832, cost =
 index:     1283, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17862, cost =
 index:     1284, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17860, cost =
 index:     1285, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17891, cost =
 index:     1286, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17921, cost =
 index:     1287, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17952, cost =
 index:     1288, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    17983, cost =
 index:     1289, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18010, cost =
 index:     1290, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18042, cost =
 index:     1291, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18074, cost =
 index:     1292, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18104, cost =
 index:     1293, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18134, cost =
 index:     1294, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18162, cost =
 index:     1295, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18190, cost =
 index:     1296, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18221, cost =
 index:     1297, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18252, cost =
 index:     1298, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18283, cost =
 index:     1299, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18314, cost =
 index:     1300, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18346, cost =
 index:     1301, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18377, cost =
 index:     1302, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18409, cost =
 index:     1303, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18441, cost =
 index:     1304, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18472, cost =
 index:     1305, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18503, cost =
 index:     1306, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18535, cost =
 index:     1307, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18567, cost =
 index:     1308, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18599, cost =
 index:     1309, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18631, cost =
 index:     1310, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18661, cost =
 index:     1311, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18692, cost =
 index:     1312, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18724, cost =
 index:     1313, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18756, cost =
 index:     1314, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18788, cost =
 index:     1315, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18819, cost =
 index:     1316, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18848, cost =
 index:     1317, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18879, cost =
 index:     1318, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18904, cost =
 index:     1319, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18936, cost =
 index:     1320, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18964, cost =
 index:     1321, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    18995, cost =
 index:     1322, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    19027, cost =
 index:     1323, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    19059, cost =
 index:     1324, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    19088, cost =
 index:     1325, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    19119, cost =
 index:     1326, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    19140, cost =
 index:     1327, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    19171, cost =
 index:     1328, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    19161, cost =
 index:     1329, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    19190, cost =
 index:     1330, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    19222, cost =
 index:     1331, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    19254, cost =
 index:     1332, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    19286, cost =
 index:     1333, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    19318, cost =
 index:     1334, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    19349, cost =
 index:     1335, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    19380, cost =
 index:     1336, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    19408, cost =
 index:     1337, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    19435, cost =
 index:     1338, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    19466, cost =
 index:     1339, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    19496, cost =
 index:     1340, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    19527, cost =
 index:     1341, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    19545, cost =
 index:     1342, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    19576, cost =
 index:     1343, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    19605, cost =
 index:     1344, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    19635, cost =
 index:     1345, (beta,j): ( 128,   3) --> ( 187,   1), goal index:    19665, cost =
 index:     1346, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19694, cost =
 index:     1347, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19182, cost =
 index:     1348, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19208, cost =
 index:     1349, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19160, cost =
 index:     1350, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19187, cost =
 index:     1351, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19177, cost =
 index:     1352, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19206, cost =
 index:     1353, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19226, cost =
 index:     1354, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19253, cost =
 index:     1355, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19273, cost =
 index:     1356, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19304, cost =
 index:     1357, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19334, cost =
 index:     1358, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19365, cost =
 index:     1359, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19396, cost =
 index:     1360, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19428, cost =
 index:     1361, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19460, cost =
 index:     1362, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19491, cost =
 index:     1363, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19514, cost =
 index:     1364, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19545, cost =
 index:     1365, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19562, cost =
 index:     1366, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19594, cost =
 index:     1367, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19623, cost =
 index:     1368, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19653, cost =
 index:     1369, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19684, cost =
 index:     1370, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19713, cost =
 index:     1371, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19743, cost =
 index:     1372, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19774, cost =
 index:     1373, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19805, cost =
 index:     1374, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19834, cost =
 index:     1375, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19866, cost =
 index:     1376, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19898, cost =
 index:     1377, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19929, cost =
 index:     1378, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19958, cost =
 index:     1379, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    19989, cost =
 index:     1380, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    20020, cost =
 index:     1381, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    20052, cost =
 index:     1382, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    20083, cost =
 index:     1383, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    20113, cost =
 index:     1384, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    20145, cost =
 index:     1385, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    20175, cost =
 index:     1386, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    20206, cost =
 index:     1387, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    20238, cost =
 index:     1388, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    20269, cost =
 index:     1389, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    20300, cost =
 index:     1390, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    20330, cost =
 index:     1391, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    20362, cost =
 index:     1392, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    20393, cost =
 index:     1393, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    20425, cost =
 index:     1394, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    20457, cost =
 index:     1395, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    20487, cost =
 index:     1396, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    20519, cost =
 index:     1397, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    20545, cost =
 index:     1398, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    20575, cost =
 index:     1399, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    20606, cost =
 index:     1400, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    20637, cost =
 index:     1401, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    20663, cost =
 index:     1402, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    20690, cost =
 index:     1403, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    20671, cost =
 index:     1404, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    20701, cost =
 index:     1405, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    20731, cost =
 index:     1406, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    20762, cost =
 index:     1407, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    20793, cost =
 index:     1408, (beta,j): ( 129,   3) --> ( 187,   1), goal index:    20817, cost =
