TU LWE Challenge, n =  40, alpha = 0.0250
[0m[1;31m dim = 172, dvol = 331.97 [0m
Generate gs-lengths by GSA assumption. Attack Estimation via simulation + probabilistic model (EnumBS in parallel)
beta_start= 79, gap = 1, J = 8, J_gap = 1, cost_model = 2, max_loop = 5, threads = 15, G_prec = 0.000000e+00,  slope_prec = 1.000000e-04,  progressive_sieve = 1, worst_case, Min G2 Strategy. 
 index:        1, (beta,j): (  79,   8) --> ( 171,   1), goal index:        1, cost =
 index:     3290, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16572, cost =
 index:     3291, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16580, cost =
 index:     3292, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16588, cost =
 index:     3293, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16596, cost =
 index:     3294, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16604, cost =
 index:     3295, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16612, cost =
 index:     3296, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16620, cost =
 index:     3297, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16628, cost =
 index:     3298, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16636, cost =
 index:     3299, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16644, cost =
 index:     3300, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16652, cost =
 index:     3301, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16660, cost =
 index:     3302, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16668, cost =
 index:     3303, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16676, cost =
 index:     3304, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16684, cost =
 index:     3305, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16692, cost =
 index:     3306, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16700, cost =
 index:     3307, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16708, cost =
 index:     3308, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16716, cost =
 index:     3309, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16724, cost =
 index:     3310, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16732, cost =
 index:     3311, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16740, cost =
 index:     3312, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16748, cost =
 index:     3313, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16756, cost =
 index:     3314, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16764, cost =
 index:     3315, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16772, cost =
 index:     3316, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16780, cost =
 index:     3317, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16788, cost =
 index:     3318, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16796, cost =
 index:     3319, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16804, cost =
 index:     3320, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16812, cost =
 index:     3321, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16820, cost =
 index:     3322, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16828, cost =
 index:     3323, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16836, cost =
 index:     3324, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16844, cost =
 index:     3325, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16852, cost =
 index:     3326, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16860, cost =
 index:     3327, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16868, cost =
 index:     3328, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16876, cost =
 index:     3329, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16884, cost =
 index:     3330, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16892, cost =
 index:     3331, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16900, cost =
 index:     3332, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16908, cost =
 index:     3333, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16916, cost =
 index:     3334, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16924, cost =
 index:     3335, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16932, cost =
 index:     3336, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16940, cost =
 index:     3337, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16948, cost =
 index:     3338, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16956, cost =
 index:     3339, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16964, cost =
 index:     3340, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16972, cost =
 index:     3341, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16980, cost =
 index:     3342, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16988, cost =
 index:     3343, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    16996, cost =
 index:     3344, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17004, cost =
 index:     3345, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17012, cost =
 index:     3346, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17020, cost =
 index:     3347, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17028, cost =
 index:     3348, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17036, cost =
 index:     3349, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17044, cost =
 index:     3350, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17052, cost =
 index:     3351, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17060, cost =
 index:     3352, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17068, cost =
 index:     3353, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17076, cost =
 index:     3354, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17084, cost =
 index:     3355, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17092, cost =
 index:     3356, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17100, cost =
 index:     3357, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17108, cost =
 index:     3358, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17116, cost =
 index:     3359, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17124, cost =
 index:     3360, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17132, cost =
 index:     3361, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17140, cost =
 index:     3362, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17148, cost =
 index:     3363, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17156, cost =
 index:     3364, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17164, cost =
 index:     3365, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17172, cost =
 index:     3366, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17180, cost =
 index:     3367, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17188, cost =
 index:     3368, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17196, cost =
 index:     3369, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17204, cost =
 index:     3370, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17212, cost =
 index:     3371, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17220, cost =
 index:     3372, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17228, cost =
 index:     3373, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17236, cost =
 index:     3374, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17244, cost =
 index:     3375, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17252, cost =
 index:     3376, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17260, cost =
 index:     3377, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17268, cost =
 index:     3378, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17276, cost =
 index:     3379, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17284, cost =
 index:     3380, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17292, cost =
 index:     3381, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17300, cost =
 index:     3382, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17308, cost =
 index:     3383, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17316, cost =
 index:     3384, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17324, cost =
 index:     3385, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17332, cost =
 index:     3386, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17340, cost =
 index:     3387, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17348, cost =
 index:     3388, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17356, cost =
 index:     3389, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17364, cost =
 index:     3390, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17372, cost =
 index:     3391, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17380, cost =
 index:     3392, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17388, cost =
 index:     3393, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17396, cost =
 index:     3394, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17404, cost =
 index:     3395, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17412, cost =
 index:     3396, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17420, cost =
 index:     3397, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17428, cost =
 index:     3398, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17436, cost =
 index:     3399, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17444, cost =
 index:     3400, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17452, cost =
 index:     3401, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17460, cost =
 index:     3402, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17468, cost =
 index:     3403, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17476, cost =
 index:     3404, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17484, cost =
 index:     3405, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17492, cost =
 index:     3406, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17500, cost =
 index:     3407, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17508, cost =
 index:     3408, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17516, cost =
 index:     3409, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17524, cost =
 index:     3410, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17532, cost =
 index:     3411, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17540, cost =
 index:     3412, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17548, cost =
 index:     3413, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17556, cost =
 index:     3414, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17564, cost =
 index:     3415, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17572, cost =
 index:     3416, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17580, cost =
 index:     3417, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17588, cost =
 index:     3418, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17596, cost =
 index:     3419, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17604, cost =
 index:     3420, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17612, cost =
 index:     3421, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17620, cost =
 index:     3422, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17628, cost =
 index:     3423, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17636, cost =
 index:     3424, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17644, cost =
 index:     3425, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17652, cost =
 index:     3426, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17660, cost =
 index:     3427, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17668, cost =
 index:     3428, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17676, cost =
 index:     3429, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17684, cost =
 index:     3430, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17692, cost =
 index:     3431, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17700, cost =
 index:     3432, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17708, cost =
 index:     3433, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17716, cost =
 index:     3434, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17724, cost =
 index:     3435, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17732, cost =
 index:     3436, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17740, cost =
 index:     3437, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17748, cost =
 index:     3438, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17756, cost =
 index:     3439, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17764, cost =
 index:     3440, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17772, cost =
 index:     3441, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17780, cost =
 index:     3442, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17788, cost =
 index:     3443, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17796, cost =
 index:     3444, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17804, cost =
 index:     3445, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17812, cost =
 index:     3446, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17820, cost =
 index:     3447, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17828, cost =
 index:     3448, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17836, cost =
 index:     3449, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17844, cost =
 index:     3450, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17852, cost =
 index:     3451, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17860, cost =
 index:     3452, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17868, cost =
 index:     3453, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17876, cost =
 index:     3454, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17884, cost =
 index:     3455, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17892, cost =
 index:     3456, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17900, cost =
 index:     3457, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17908, cost =
 index:     3458, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17916, cost =
 index:     3459, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17924, cost =
 index:     3460, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17932, cost =
 index:     3461, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17940, cost =
 index:     3462, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17948, cost =
 index:     3463, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17956, cost =
 index:     3464, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17964, cost =
 index:     3465, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17972, cost =
 index:     3466, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17980, cost =
 index:     3467, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17988, cost =
 index:     3468, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    17996, cost =
 index:     3469, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18004, cost =
 index:     3470, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18012, cost =
 index:     3471, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18020, cost =
 index:     3472, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18028, cost =
 index:     3473, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18036, cost =
 index:     3474, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18044, cost =
 index:     3475, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18052, cost =
 index:     3476, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18060, cost =
 index:     3477, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18068, cost =
 index:     3478, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18076, cost =
 index:     3479, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18084, cost =
 index:     3480, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18092, cost =
 index:     3481, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18100, cost =
 index:     3482, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18108, cost =
 index:     3483, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18116, cost =
 index:     3484, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18124, cost =
 index:     3485, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18132, cost =
 index:     3486, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18140, cost =
 index:     3487, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18148, cost =
 index:     3488, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18156, cost =
 index:     3489, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18164, cost =
 index:     3490, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18172, cost =
 index:     3491, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18180, cost =
 index:     3492, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18188, cost =
 index:     3493, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18196, cost =
 index:     3494, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18204, cost =
 index:     3495, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18212, cost =
 index:     3496, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18220, cost =
 index:     3497, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18228, cost =
 index:     3498, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18236, cost =
 index:     3499, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18244, cost =
 index:     3500, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18252, cost =
 index:     3501, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18260, cost =
 index:     3502, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18268, cost =
 index:     3503, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18276, cost =
 index:     3504, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18284, cost =
 index:     3505, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18292, cost =
 index:     3506, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18300, cost =
 index:     3507, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18308, cost =
 index:     3508, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18316, cost =
 index:     3509, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18324, cost =
 index:     3510, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18332, cost =
 index:     3511, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18340, cost =
 index:     3512, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18348, cost =
 index:     3513, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18356, cost =
 index:     3514, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18364, cost =
 index:     3515, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18372, cost =
 index:     3516, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18380, cost =
 index:     3517, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18388, cost =
 index:     3518, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18396, cost =
 index:     3519, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18404, cost =
 index:     3520, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18412, cost =
 index:     3521, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18420, cost =
 index:     3522, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18428, cost =
 index:     3523, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18436, cost =
 index:     3524, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18444, cost =
 index:     3525, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18452, cost =
 index:     3526, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18460, cost =
 index:     3527, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18468, cost =
 index:     3528, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18476, cost =
 index:     3529, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18484, cost =
 index:     3530, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18492, cost =
 index:     3531, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18500, cost =
 index:     3532, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18508, cost =
 index:     3533, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18516, cost =
 index:     3534, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18524, cost =
 index:     3535, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18532, cost =
 index:     3536, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18540, cost =
 index:     3537, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18548, cost =
 index:     3538, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18556, cost =
 index:     3539, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18564, cost =
 index:     3540, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18572, cost =
 index:     3541, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18580, cost =
 index:     3542, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18588, cost =
 index:     3543, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18596, cost =
 index:     3544, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18604, cost =
 index:     3545, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18612, cost =
 index:     3546, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18620, cost =
 index:     3547, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18628, cost =
 index:     3548, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18636, cost =
 index:     3549, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18644, cost =
 index:     3550, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18652, cost =
 index:     3551, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18660, cost =
 index:     3552, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18668, cost =
 index:     3553, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18676, cost =
 index:     3554, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18684, cost =
 index:     3555, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18692, cost =
 index:     3556, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18700, cost =
 index:     3557, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18708, cost =
 index:     3558, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18716, cost =
 index:     3559, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18724, cost =
 index:     3560, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18732, cost =
 index:     3561, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18740, cost =
 index:     3562, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18748, cost =
 index:     3563, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18756, cost =
 index:     3564, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18764, cost =
 index:     3565, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18772, cost =
 index:     3566, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18780, cost =
 index:     3567, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18788, cost =
 index:     3568, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18796, cost =
 index:     3569, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18804, cost =
 index:     3570, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18812, cost =
 index:     3571, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18820, cost =
 index:     3572, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18828, cost =
 index:     3573, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18836, cost =
 index:     3574, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18844, cost =
 index:     3575, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18852, cost =
 index:     3576, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18860, cost =
 index:     3577, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18868, cost =
 index:     3578, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18876, cost =
 index:     3579, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18884, cost =
 index:     3580, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18892, cost =
 index:     3581, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18900, cost =
 index:     3582, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18908, cost =
 index:     3583, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18916, cost =
 index:     3584, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18924, cost =
 index:     3585, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18932, cost =
 index:     3586, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18940, cost =
 index:     3587, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18948, cost =
 index:     3588, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18956, cost =
 index:     3589, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18964, cost =
 index:     3590, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18972, cost =
 index:     3591, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18980, cost =
 index:     3592, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18988, cost =
 index:     3593, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    18996, cost =
 index:     3594, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    19004, cost =
 index:     3595, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    19012, cost =
 index:     3596, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    19020, cost =
 index:     3597, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    19028, cost =
 index:     3598, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    19036, cost =
 index:     3599, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    19044, cost =
 index:     3600, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    19052, cost =
 index:     3601, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    19060, cost =
 index:     3602, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    19068, cost =
 index:     3603, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    19076, cost =
 index:     3604, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    19084, cost =
 index:     3605, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    19092, cost =
 index:     3606, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    19100, cost =
 index:     3607, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    19108, cost =
 index:     3608, (beta,j): ( 115,   3) --> ( 251,   1), goal index:    19116, cost =
