TU LWE Challenge, n =  40, alpha = 0.0450
[0m[1;31m dim = 195, dvol = 302.20 [0m
Generate gs-lengths by GSA assumption. Attack Estimation via simulation + probabilistic model (EnumBS in parallel)
beta_start= 79, gap = 1, J = 15, J_gap = 1, cost_model = 2, max_loop = 15, threads = 50, G_prec = 0.000000e+00,  slope_prec = 0.000000e+00,  progressive_sieve = 1, average_case, Min G Strategy. 

 index:        1, (beta,j): (  79,  15) --> ( 194,   1), goal index:        1, cost =
 index:        2, (beta,j): (  79,  13) --> ( 194,   1), goal index:      169, cost =
 index:        3, (beta,j): (  79,  12) --> ( 194,   1), goal index:      169, cost =
 index:        4, (beta,j): (  79,  11) --> ( 194,   1), goal index:      169, cost =
 index:        5, (beta,j): (  79,  10) --> ( 194,   1), goal index:      169, cost =
 index:      186, (beta,j): ( 165,   1) --> ( 227,   1), goal index:      186, cost =
Find the optimal Strategy through EumBS!!
bs = (slope = -2.242040e-02, G_BKZ = 2.284303e+01 sec, B_BKZ = 4.378177e+01 bit cum-pr = 2.400304e-01, dsvp = 1.301361e+02, dsvp_r = 183, G_dsvp = 2.434941e+01 sec, B_dsvp = 4.732761e+01 bit, G = 2.478450e+01 sec, B = 4.732761e+01 bit)
S(beta,jump,tours):{( 79, 14, 15),( 79, 13, 15),( 79, 12, 15),( 79, 11, 15),( 79, 10, 15),( 79,  9, 15),( 79,  8, 15),( 79,  7, 15),( 79,  6, 15),( 79,  5, 15),( 79,  4, 15),( 79,  3, 15),( 79,  2, 15),( 79,  1, 15),( 80,  2, 15),( 80,  1, 15),( 81,  2, 15),( 81,  1, 15),( 82,  2, 15),( 82,  1, 15),( 83,  2, 15),( 83,  1, 15),( 84,  2, 15),( 84,  1, 15),( 85,  2, 15),( 85,  1, 15),( 86,  2, 15),( 86,  1, 15),( 87,  2, 15),( 87,  1, 15),( 88,  2, 15),( 88,  1, 15),( 89,  2, 15),( 89,  1, 15),( 90,  2, 15),( 90,  1, 15),( 91,  2, 15),( 91,  1, 15),( 92,  2, 15),( 92,  1, 15),( 93,  2, 15),( 93,  1, 15),( 94,  2, 15),( 94,  1, 15),( 95,  2, 15),( 95,  1, 15),( 96,  2, 15),( 96,  1, 15),( 97,  2, 15),( 97,  1, 15),( 98,  2, 15),( 98,  1, 15),( 99,  2, 15),( 99,  1, 15),(100,  2, 15),(100,  1, 15),(101,  2, 15),(101,  1, 15),(102,  2, 15),(102,  1, 15),(103,  2, 15),(103,  1, 15),(104,  2, 15),(104,  1, 15),(105,  2, 15),(105,  1, 15),(106,  2, 15),(106,  1, 15),(107,  2, 15),(107,  1, 15),(108,  2, 15),(108,  1, 15),(109,  2, 15),(109,  1, 15),(110,  2, 15),(110,  1, 15),(111,  2, 15),(111,  1, 15),(112,  2, 15),(112,  1, 15),(113,  2, 15),(113,  1, 15),(114,  2, 15),(114,  1, 15),(115,  2, 15),(115,  1, 15),(116,  2, 15),(116,  1, 15),(117,  2, 15),(117,  1, 15),(118,  2, 15),(118,  1, 15),(119,  2, 15),(119,  1, 15),(120,  2, 15),(120,  1, 15),(121,  2, 15),(121,  1, 15),(122,  2, 15),(122,  1, 15),(123,  2, 15),(123,  1, 15),(124,  2, 15),(124,  1, 15),(125,  2, 15),(125,  1, 15),(126,  2, 15),(126,  1, 15),(127,  2, 15),(127,  1, 15),(128,  2, 15),(128,  1, 15),(129,  2, 15),(129,  1, 15),(130,  2, 15),(130,  1, 15),(131,  2, 15),(131,  1, 15),(132,  2, 15),(132,  1, 15),(133,  2, 15),(133,  1, 15),(134, 15,  1),(134,  2, 15),(134,  1, 15),(135,  2, 15),(135,  1, 15),(136,  2, 15),(136,  1, 15),(137,  2, 15),(137,  1, 15),(138,  2, 15),(138,  1, 15),(139,  2, 15),(139,  1, 15),(140,  2, 15),(140,  1, 15),(141,  2, 15),(141,  1, 15),(142,  2, 15),(142,  1, 15),(143,  2, 14),(143,  1, 15),(144,  2, 13),(144,  1, 14),(145,  2, 15),(145,  1, 13),(146,  2, 13),(146,  1, 14),(147,  2, 14),(147,  1, 13),(148,  2, 13),(148,  1, 14),(149,  2, 13),(149,  1, 13),(150,  2, 14),(150,  1, 13),(151,  2, 14),(151,  1, 12),(152,  2, 13),(152,  1, 13),(153,  2, 13),(153,  1, 12),(154,  2, 12),(154,  1, 12),(155,  2, 12),(155,  1, 12),(156,  2, 12),(156,  1, 12),(157,  2, 12),(157,  1, 12),(158,  2, 12),(159,  2, 12),(160,  2, 11),(165,  2,  1)}
Min Cost = 24.78 log2(sec), Memory Cost = 47.33 log(bit)
EnumBS cost:1.7e+02s.
TU LWE Challenge, n =  55, alpha = 0.0250
[0m[1;31m dim = 241, dvol = 439.98 [0m
Generate gs-lengths by GSA assumption. Attack Estimation via simulation + probabilistic model (EnumBS in parallel)
beta_start= 79, gap = 1, J = 15, J_gap = 1, cost_model = 2, max_loop = 15, threads = 50, G_prec = 0.000000e+00,  slope_prec = 0.000000e+00,  progressive_sieve = 1, average_case, Min G Strategy. 

 index:        1, (beta,j): (  79,  15) --> ( 240,   1), goal index:        1, cost =
 index:        2, (beta,j): (  79,  13) --> ( 240,   1), goal index:      187, cost =
 index:        3, (beta,j): (  79,  12) --> ( 240,   1), goal index:      187, cost =
 index:        4, (beta,j): (  79,  11) --> ( 240,   1), goal index:      187, cost =
 index:        5, (beta,j): (  79,  10) --> ( 240,   1), goal index:      187, cost =
 index:        6, (beta,j): (  79,   9) --> ( 240,   1), goal index:      187, cost =
 index:        7, (beta,j): (  79,   8) --> ( 240,   1), goal index:      187, cost =
 index:        8, (beta,j): (  79,   7) --> ( 240,   1), goal index:      187, cost =
 index:        9, (beta,j): (  79,   6) --> ( 240,   1), goal index:      187, cost =
 index:       10, (beta,j): (  79,   5) --> ( 240,   1), goal index:      187, cost =
 index:       11, (beta,j): (  79,   4) --> ( 240,   1), goal index:      187, cost =
 index:       12, (beta,j): (  79,   3) --> ( 240,   1), goal index:      187, cost =
 index:       13, (beta,j): (  79,   2) --> ( 240,   1), goal index:      187, cost =
 index:       14, (beta,j): (  79,   1) --> ( 240,   1), goal index:      187, cost =
 index:       15, (beta,j): (  80,  15) --> ( 240,   1), goal index:      187, cost =
 index:       16, (beta,j): (  80,   1) --> ( 240,   1), goal index:      187, cost =
 index:       17, (beta,j): (  81,  15) --> ( 240,   1), goal index:      187, cost =
 index:       18, (beta,j): (  81,   1) --> ( 240,   1), goal index:      187, cost =
 index:       19, (beta,j): (  82,  15) --> ( 240,   1), goal index:      187, cost =
 index:       20, (beta,j): (  82,   1) --> ( 240,   1), goal index:      187, cost =
 index:       21, (beta,j): (  83,  15) --> ( 240,   1), goal index:      187, cost =
 index:       22, (beta,j): (  83,   1) --> ( 240,   1), goal index:      187, cost =
 index:       23, (beta,j): (  84,  15) --> ( 240,   1), goal index:      187, cost =
 index:       24, (beta,j): (  84,   1) --> ( 240,   1), goal index:      187, cost =
 index:       25, (beta,j): (  85,  15) --> ( 240,   1), goal index:      187, cost =
 index:       26, (beta,j): (  85,   1) --> ( 240,   1), goal index:      187, cost =
 index:       27, (beta,j): (  86,  15) --> ( 240,   1), goal index:      187, cost =
 index:       28, (beta,j): (  86,   1) --> ( 240,   1), goal index:      187, cost =
 index:       29, (beta,j): (  87,  15) --> ( 240,   1), goal index:      187, cost =
 index:       30, (beta,j): (  87,   1) --> ( 240,   1), goal index:      187, cost =
 index:       31, (beta,j): (  88,  15) --> ( 240,   1), goal index:      187, cost =
 index:       32, (beta,j): (  88,   1) --> ( 240,   1), goal index:      187, cost =
 index:       33, (beta,j): (  89,  15) --> ( 240,   1), goal index:      187, cost =
 index:       34, (beta,j): (  89,   1) --> ( 240,   1), goal index:      187, cost =
 index:       35, (beta,j): (  90,  15) --> ( 240,   1), goal index:      187, cost =
 index:       36, (beta,j): (  90,   1) --> ( 240,   1), goal index:      187, cost =
 index:       37, (beta,j): (  91,  15) --> ( 240,   1), goal index:      187, cost =
 index:       38, (beta,j): (  91,   1) --> ( 240,   1), goal index:      187, cost =
 index:       39, (beta,j): (  92,  15) --> ( 240,   1), goal index:      187, cost =
 index:       40, (beta,j): (  92,   1) --> ( 240,   1), goal index:      187, cost =
 index:       41, (beta,j): (  93,  15) --> ( 240,   1), goal index:      187, cost =
 index:       42, (beta,j): (  93,   1) --> ( 240,   1), goal index:      187, cost =
 index:       43, (beta,j): (  94,  15) --> ( 240,   1), goal index:      187, cost =
 index:       44, (beta,j): (  94,   1) --> ( 240,   1), goal index:      187, cost =
 index:       45, (beta,j): (  95,  15) --> ( 240,   1), goal index:      187, cost =
 index:       46, (beta,j): (  95,   1) --> ( 240,   1), goal index:      187, cost =
 index:       47, (beta,j): (  96,  15) --> ( 240,   1), goal index:      187, cost =
 index:       48, (beta,j): (  96,   1) --> ( 240,   1), goal index:      187, cost =
 index:       49, (beta,j): (  97,  15) --> ( 240,   1), goal index:      187, cost =
 index:       50, (beta,j): (  97,   1) --> ( 240,   1), goal index:      187, cost =
 index:       51, (beta,j): (  98,  15) --> ( 240,   1), goal index:      187, cost =
 index:       52, (beta,j): (  98,   1) --> ( 240,   1), goal index:      187, cost =
 index:       53, (beta,j): (  99,  15) --> ( 240,   1), goal index:      187, cost =
 index:       54, (beta,j): (  99,   1) --> ( 240,   1), goal index:      187, cost =
 index:       55, (beta,j): ( 100,  15) --> ( 240,   1), goal index:      187, cost =
 index:       56, (beta,j): ( 100,   1) --> ( 240,   1), goal index:      187, cost =
 index:       57, (beta,j): ( 101,  15) --> ( 240,   1), goal index:      187, cost =
 index:       58, (beta,j): ( 101,   1) --> ( 240,   1), goal index:      187, cost =
 index:       59, (beta,j): ( 102,  15) --> ( 240,   1), goal index:      187, cost =
 index:       60, (beta,j): ( 102,   1) --> ( 240,   1), goal index:      187, cost =
 index:       61, (beta,j): ( 103,  15) --> ( 240,   1), goal index:      187, cost =
 index:       62, (beta,j): ( 103,   1) --> ( 240,   1), goal index:      187, cost =
 index:       63, (beta,j): ( 104,  15) --> ( 240,   1), goal index:      187, cost =
 index:       64, (beta,j): ( 104,   1) --> ( 240,   1), goal index:      187, cost =
 index:       65, (beta,j): ( 105,  15) --> ( 240,   1), goal index:      187, cost =
 index:       66, (beta,j): ( 105,   1) --> ( 240,   1), goal index:      187, cost =
 index:       67, (beta,j): ( 106,  15) --> ( 240,   1), goal index:      187, cost =
 index:       68, (beta,j): ( 106,   1) --> ( 240,   1), goal index:      187, cost =
 index:       69, (beta,j): ( 107,  15) --> ( 240,   1), goal index:      187, cost =
 index:       70, (beta,j): ( 107,   1) --> ( 240,   1), goal index:      187, cost =
 index:       71, (beta,j): ( 108,  15) --> ( 240,   1), goal index:      187, cost =
 index:       72, (beta,j): ( 108,   1) --> ( 240,   1), goal index:      187, cost =
 index:       73, (beta,j): ( 109,  15) --> ( 240,   1), goal index:      187, cost =
 index:       74, (beta,j): ( 109,   1) --> ( 240,   1), goal index:      187, cost =
 index:       75, (beta,j): ( 110,  15) --> ( 240,   1), goal index:      187, cost =
 index:       76, (beta,j): ( 110,   1) --> ( 240,   1), goal index:      187, cost =
 index:       77, (beta,j): ( 111,  15) --> ( 240,   1), goal index:      187, cost =
 index:       78, (beta,j): ( 111,   1) --> ( 240,   1), goal index:      187, cost =
 index:       79, (beta,j): ( 112,  15) --> ( 240,   1), goal index:      187, cost =
 index:       80, (beta,j): ( 112,   1) --> ( 240,   1), goal index:      187, cost =
 index:       81, (beta,j): ( 113,  15) --> ( 240,   1), goal index:      187, cost =
 index:       82, (beta,j): ( 113,   1) --> ( 240,   1), goal index:      187, cost =
 index:       83, (beta,j): ( 114,  15) --> ( 240,   1), goal index:      187, cost =
 index:       84, (beta,j): ( 114,   1) --> ( 240,   1), goal index:      187, cost =
 index:       85, (beta,j): ( 115,  15) --> ( 240,   1), goal index:      187, cost =
 index:       86, (beta,j): ( 115,   1) --> ( 240,   1), goal index:      187, cost =
 index:       87, (beta,j): ( 116,  15) --> ( 240,   1), goal index:      187, cost =
 index:       88, (beta,j): ( 116,   1) --> ( 240,   1), goal index:      187, cost =
 index:       89, (beta,j): ( 117,  15) --> ( 240,   1), goal index:      187, cost =
 index:       90, (beta,j): ( 117,   1) --> ( 240,   1), goal index:      187, cost =
 index:       91, (beta,j): ( 118,  15) --> ( 240,   1), goal index:      187, cost =
 index:       92, (beta,j): ( 118,   1) --> ( 240,   1), goal index:      187, cost =
 index:       93, (beta,j): ( 119,  15) --> ( 240,   1), goal index:      187, cost =
 index:       94, (beta,j): ( 119,   1) --> ( 240,   1), goal index:      187, cost =
 index:       95, (beta,j): ( 120,  15) --> ( 240,   1), goal index:      187, cost =
 index:       96, (beta,j): ( 120,   1) --> ( 240,   1), goal index:      187, cost =
 index:       97, (beta,j): ( 121,  15) --> ( 240,   1), goal index:      187, cost =
 index:       98, (beta,j): ( 121,   1) --> ( 240,   1), goal index:      187, cost =
 index:       99, (beta,j): ( 122,  15) --> ( 240,   1), goal index:      187, cost =
 index:      100, (beta,j): ( 122,   1) --> ( 240,   1), goal index:      187, cost =
 index:      101, (beta,j): ( 123,  15) --> ( 240,   1), goal index:      187, cost =
 index:      102, (beta,j): ( 123,   1) --> ( 240,   1), goal index:      187, cost =
 index:      103, (beta,j): ( 124,  15) --> ( 240,   1), goal index:      187, cost =
 index:      104, (beta,j): ( 124,   1) --> ( 240,   1), goal index:      187, cost =
 index:      105, (beta,j): ( 125,  15) --> ( 240,   1), goal index:      187, cost =
 index:      106, (beta,j): ( 125,   1) --> ( 240,   1), goal index:      187, cost =
 index:      107, (beta,j): ( 126,  15) --> ( 240,   1), goal index:      187, cost =
 index:      108, (beta,j): ( 126,   1) --> ( 240,   1), goal index:      187, cost =
 index:      109, (beta,j): ( 127,  15) --> ( 240,   1), goal index:      187, cost =
 index:      110, (beta,j): ( 127,   1) --> ( 240,   1), goal index:      187, cost =
 index:      111, (beta,j): ( 128,  15) --> ( 240,   1), goal index:      187, cost =
 index:      112, (beta,j): ( 128,   1) --> ( 240,   1), goal index:      187, cost =
 index:      113, (beta,j): ( 129,  15) --> ( 240,   1), goal index:      187, cost =
 index:      114, (beta,j): ( 129,  14) --> ( 240,   1), goal index:      189, cost =
 index:      115, (beta,j): ( 129,  13) --> ( 240,   1), goal index:      190, cost =
 index:      116, (beta,j): ( 129,   1) --> ( 240,   1), goal index:      199, cost =
 index:      117, (beta,j): ( 130,  15) --> ( 240,   1), goal index:      189, cost =
 index:      118, (beta,j): ( 130,   1) --> ( 240,   1), goal index:      189, cost =
 index:      119, (beta,j): ( 131,  15) --> ( 240,   1), goal index:      189, cost =
 index:      120, (beta,j): ( 131,   3) --> ( 240,   1), goal index:      191, cost =
 index:      121, (beta,j): ( 131,   2) --> ( 240,   1), goal index:      191, cost =
 index:      122, (beta,j): ( 131,   1) --> ( 240,   1), goal index:      192, cost =
 index:      123, (beta,j): ( 132,  15) --> ( 240,   1), goal index:      191, cost =
 index:      124, (beta,j): ( 132,   1) --> ( 240,   1), goal index:      191, cost =
 index:      125, (beta,j): ( 133,  15) --> ( 240,   1), goal index:      191, cost =
 index:      126, (beta,j): ( 133,   1) --> ( 240,   1), goal index:      191, cost =
 index:      127, (beta,j): ( 134,  15) --> ( 240,   1), goal index:      191, cost =
 index:      128, (beta,j): ( 134,  11) --> ( 240,   1), goal index:      192, cost =
 index:      129, (beta,j): ( 134,   1) --> ( 240,   1), goal index:      192, cost =
 index:      130, (beta,j): ( 135,  15) --> ( 240,   1), goal index:      192, cost =
 index:      131, (beta,j): ( 135,   1) --> ( 240,   1), goal index:      192, cost =
 index:      132, (beta,j): ( 136,  15) --> ( 240,   1), goal index:      192, cost =
 index:      133, (beta,j): ( 136,   1) --> ( 240,   1), goal index:      192, cost =
 index:      134, (beta,j): ( 137,  15) --> ( 240,   1), goal index:      192, cost =
 index:      135, (beta,j): ( 137,  14) --> ( 240,   1), goal index:      193, cost =
 index:      136, (beta,j): ( 137,   1) --> ( 240,   1), goal index:      193, cost =
 index:      137, (beta,j): ( 138,  15) --> ( 240,   1), goal index:      193, cost =
 index:      138, (beta,j): ( 138,   1) --> ( 240,   1), goal index:      193, cost =
 index:      139, (beta,j): ( 139,  15) --> ( 240,   1), goal index:      193, cost =
 index:      140, (beta,j): ( 139,   1) --> ( 240,   1), goal index:      193, cost =
 index:      141, (beta,j): ( 140,  15) --> ( 240,   1), goal index:      193, cost =
 index:      142, (beta,j): ( 140,   1) --> ( 240,   1), goal index:      193, cost =
 index:      143, (beta,j): ( 141,  15) --> ( 240,   1), goal index:      193, cost =
 index:      144, (beta,j): ( 141,   1) --> ( 240,   1), goal index:      193, cost =
 index:      145, (beta,j): ( 142,  15) --> ( 240,   1), goal index:      193, cost =
 index:      146, (beta,j): ( 142,   1) --> ( 240,   1), goal index:      193, cost =
 index:      147, (beta,j): ( 143,  15) --> ( 240,   1), goal index:      193, cost =
 index:      148, (beta,j): ( 143,   1) --> ( 240,   1), goal index:      193, cost =
 index:      149, (beta,j): ( 144,  15) --> ( 240,   1), goal index:      193, cost =
 index:      150, (beta,j): ( 144,   1) --> ( 240,   1), goal index:      193, cost =
 index:      151, (beta,j): ( 145,  15) --> ( 240,   1), goal index:      193, cost =
 index:      152, (beta,j): ( 145,   1) --> ( 240,   1), goal index:      193, cost =
 index:      153, (beta,j): ( 146,  15) --> ( 240,   1), goal index:      193, cost =
 index:      154, (beta,j): ( 146,   1) --> ( 240,   1), goal index:      193, cost =
 index:      155, (beta,j): ( 147,  15) --> ( 240,   1), goal index:      193, cost =
 index:      156, (beta,j): ( 147,   1) --> ( 240,   1), goal index:      193, cost =
 index:      157, (beta,j): ( 148,  15) --> ( 240,   1), goal index:      194, cost =
 index:      158, (beta,j): ( 148,   1) --> ( 240,   1), goal index:      194, cost =
 index:      159, (beta,j): ( 149,  15) --> ( 240,   1), goal index:      194, cost =
 index:      160, (beta,j): ( 149,   1) --> ( 240,   1), goal index:      194, cost =
 index:      161, (beta,j): ( 150,  15) --> ( 240,   1), goal index:      194, cost =
 index:      162, (beta,j): ( 150,   1) --> ( 240,   1), goal index:      194, cost =
 index:      163, (beta,j): ( 151,  15) --> ( 240,   1), goal index:      194, cost =
 index:      164, (beta,j): ( 151,   1) --> ( 240,   1), goal index:      194, cost =
 index:      165, (beta,j): ( 152,  15) --> ( 240,   1), goal index:      194, cost =
 index:      166, (beta,j): ( 152,   1) --> ( 240,   1), goal index:      194, cost =
 index:      167, (beta,j): ( 153,  15) --> ( 240,   1), goal index:      194, cost =
 index:      168, (beta,j): ( 153,   1) --> ( 240,   1), goal index:      194, cost =
 index:      169, (beta,j): ( 154,  15) --> ( 240,   1), goal index:      194, cost =
 index:      170, (beta,j): ( 154,   1) --> ( 240,   1), goal index:      194, cost =
 index:      171, (beta,j): ( 155,  15) --> ( 240,   1), goal index:      194, cost =
 index:      172, (beta,j): ( 155,   1) --> ( 240,   1), goal index:      194, cost =
 index:      173, (beta,j): ( 156,  15) --> ( 240,   1), goal index:      194, cost =
 index:      174, (beta,j): ( 156,   1) --> ( 240,   1), goal index:      194, cost =
 index:      175, (beta,j): ( 157,  15) --> ( 240,   1), goal index:      194, cost =
 index:      176, (beta,j): ( 157,   1) --> ( 240,   1), goal index:      195, cost =
 index:      177, (beta,j): ( 158,  15) --> ( 240,   1), goal index:      195, cost =
 index:      178, (beta,j): ( 158,   1) --> ( 240,   1), goal index:      195, cost =
 index:      179, (beta,j): ( 159,  15) --> ( 240,   1), goal index:      195, cost =
 index:      180, (beta,j): ( 159,   1) --> ( 240,   1), goal index:      195, cost =
 index:      181, (beta,j): ( 160,  15) --> ( 240,   1), goal index:      195, cost =
 index:      182, (beta,j): ( 160,   1) --> ( 240,   1), goal index:      195, cost =
 index:      183, (beta,j): ( 161,  15) --> ( 240,   1), goal index:      195, cost =
 index:      184, (beta,j): ( 161,   1) --> ( 240,   1), goal index:      195, cost =
 index:      185, (beta,j): ( 162,  15) --> ( 240,   1), goal index:      195, cost =
 index:      186, (beta,j): ( 162,   1) --> ( 240,   1), goal index:      195, cost =
 index:      187, (beta,j): ( 163,  15) --> ( 240,   1), goal index:      195, cost =
 index:      188, (beta,j): ( 163,   1) --> ( 240,   1), goal index:      195, cost =
 index:      189, (beta,j): ( 164,  15) --> ( 240,   1), goal index:      196, cost =
 index:      190, (beta,j): ( 164,   1) --> ( 240,   1), goal index:      196, cost =
 index:      191, (beta,j): ( 165,  15) --> ( 240,   1), goal index:      196, cost =
 index:      192, (beta,j): ( 165,  14) --> ( 240,   1), goal index:      197, cost =
 index:      193, (beta,j): ( 165,   1) --> ( 240,   1), goal index:      197, cost =
 index:      194, (beta,j): ( 166,  15) --> ( 240,   1), goal index:      197, cost =
 index:      195, (beta,j): ( 166,   1) --> ( 240,   1), goal index:      197, cost =
 index:      196, (beta,j): ( 167,   1) --> ( 240,   1), goal index:      197, cost =
 index:      197, (beta,j): ( 168,   1) --> ( 240,   1), goal index:      197, cost =
Find the optimal Strategy through EumBS!!
bs = (slope = -2.208233e-02, G_BKZ = 2.375056e+01 sec, B_BKZ = 4.422633e+01 bit cum-pr = 2.054364e-01, dsvp = 1.384621e+02, dsvp_r = 186, G_dsvp = 2.542949e+01 sec, B_dsvp = 4.798996e+01 bit, G = 2.582160e+01 sec, B = 4.798996e+01 bit)
S(beta,jump,tours):{( 79, 14, 15),( 79, 13, 15),( 79, 12, 15),( 79, 11, 15),( 79, 10, 15),( 79,  9, 15),( 79,  8, 15),( 79,  7, 15),( 79,  6, 15),( 79,  5, 15),( 79,  4, 15),( 79,  3, 15),( 79,  2, 15),( 79,  1, 15),( 80,  2, 15),( 80,  1, 15),( 81,  2, 15),( 81,  1, 15),( 82,  2, 15),( 82,  1, 15),( 83,  2, 15),( 83,  1, 15),( 84,  2, 15),( 84,  1, 15),( 85,  2, 15),( 85,  1, 15),( 86,  2, 15),( 86,  1, 15),( 87,  2, 15),( 87,  1, 15),( 88,  2, 15),( 88,  1, 15),( 89,  2, 15),( 89,  1, 15),( 90,  2, 15),( 90,  1, 15),( 91,  2, 15),( 91,  1, 15),( 92,  2, 15),( 92,  1, 15),( 93,  2, 15),( 93,  1, 15),( 94,  2, 15),( 94,  1, 15),( 95,  2, 15),( 95,  1, 15),( 96,  2, 15),( 96,  1, 15),( 97,  2, 15),( 97,  1, 15),( 98,  2, 15),( 98,  1, 15),( 99,  2, 15),( 99,  1, 15),(100,  2, 15),(100,  1, 15),(101,  2, 15),(101,  1, 15),(102,  2, 15),(102,  1, 15),(103,  2, 15),(103,  1, 15),(104,  2, 15),(104,  1, 15),(105,  2, 15),(105,  1, 15),(106,  2, 15),(106,  1, 15),(107,  2, 15),(107,  1, 15),(108,  2, 15),(108,  1, 15),(109,  2, 15),(109,  1, 15),(110,  2, 15),(110,  1, 15),(111,  2, 15),(111,  1, 15),(112,  2, 15),(112,  1, 15),(113,  2, 15),(113,  1, 15),(114,  2, 15),(114,  1, 15),(115,  2, 15),(115,  1, 15),(116,  2, 15),(116,  1, 15),(117,  2, 15),(117,  1, 15),(118,  2, 15),(118,  1, 15),(119,  2, 15),(119,  1, 15),(120,  2, 15),(120,  1, 15),(121,  2, 15),(121,  1, 15),(122,  2, 15),(122,  1, 15),(123,  2, 15),(123,  1, 15),(124,  2, 15),(124,  1, 15),(125,  2, 15),(125,  1, 15),(126,  2, 15),(126,  1, 15),(127,  2, 15),(127,  1, 15),(128,  2, 15),(128,  1, 15),(129, 15,  1),(129,  2, 15),(129,  1, 15),(130,  2, 15),(130,  1, 15),(131,  3,  1),(131,  2, 15),(131,  1, 15),(132,  2, 15),(132,  1, 15),(133,  2, 15),(133,  1, 15),(134, 12,  1),(134,  2, 15),(134,  1, 15),(135,  2, 15),(135,  1, 15),(136,  2, 15),(136,  1, 15),(137, 15,  1),(137,  2, 15),(137,  1, 15),(138,  2, 15),(138,  1, 15),(139,  2, 15),(139,  1, 15),(140,  2, 15),(140,  1, 15),(141,  2, 15),(141,  1, 15),(142,  2, 15),(142,  1, 15),(143,  2, 15),(143,  1, 15),(144,  2, 15),(144,  1, 15),(145,  2, 15),(145,  1, 15),(146,  2, 15),(146,  1, 15),(147,  2, 15),(147,  1, 14),(148,  2, 15),(148,  1, 15),(149,  2, 15),(149,  1, 15),(150,  2, 14),(150,  1, 15),(151,  2, 15),(151,  1, 15),(152,  2, 15),(152,  1, 15),(153,  2, 15),(153,  1, 14),(154,  2, 14),(154,  1, 14),(155,  2, 14),(155,  1, 14),(156,  2, 13),(156,  1, 15),(157,  2, 13),(157,  1, 14),(158,  2, 14),(158,  1, 14),(159,  2, 13),(159,  1, 13),(160,  2, 13),(160,  1, 13),(161,  2, 13),(162,  2, 13),(163,  2,  3),(168,  2,  1)}
Min Cost = 25.82 log2(sec), Memory Cost = 47.99 log(bit)
EnumBS cost:1.8e+02s.
TU LWE Challenge, n =  60, alpha = 0.0200
[0m[1;31m dim = 254, dvol = 494.03 [0m
Generate gs-lengths by GSA assumption. Attack Estimation via simulation + probabilistic model (EnumBS in parallel)
beta_start= 79, gap = 1, J = 15, J_gap = 1, cost_model = 2, max_loop = 15, threads = 50, G_prec = 0.000000e+00,  slope_prec = 0.000000e+00,  progressive_sieve = 1, average_case, Min G Strategy. 

 index:        1, (beta,j): (  79,  15) --> ( 253,   1), goal index:        1, cost =
 index:        2, (beta,j): (  79,  13) --> ( 253,   1), goal index:      182, cost =
 index:        3, (beta,j): (  79,  12) --> ( 253,   1), goal index:      182, cost =
 index:        4, (beta,j): (  79,  11) --> ( 253,   1), goal index:      182, cost =
 index:        5, (beta,j): (  79,  10) --> ( 253,   1), goal index:      182, cost =
 index:        6, (beta,j): (  79,   9) --> ( 253,   1), goal index:      182, cost =
 index:        7, (beta,j): (  79,   8) --> ( 253,   1), goal index:      182, cost =
 index:        8, (beta,j): (  79,   7) --> ( 253,   1), goal index:      182, cost =
 index:        9, (beta,j): (  79,   6) --> ( 253,   1), goal index:      182, cost =
 index:       10, (beta,j): (  79,   5) --> ( 253,   1), goal index:      182, cost =
 index:       11, (beta,j): (  79,   4) --> ( 253,   1), goal index:      182, cost =
 index:       12, (beta,j): (  79,   3) --> ( 253,   1), goal index:      182, cost =
 index:       13, (beta,j): (  79,   2) --> ( 253,   1), goal index:      182, cost =
 index:       14, (beta,j): (  79,   1) --> ( 253,   1), goal index:      182, cost =
 index:       15, (beta,j): (  80,  15) --> ( 253,   1), goal index:      182, cost =
 index:       16, (beta,j): (  80,   1) --> ( 253,   1), goal index:      182, cost =
 index:       17, (beta,j): (  81,  15) --> ( 253,   1), goal index:      182, cost =
 index:       18, (beta,j): (  81,   1) --> ( 253,   1), goal index:      182, cost =
 index:       19, (beta,j): (  82,  15) --> ( 253,   1), goal index:      182, cost =
 index:       20, (beta,j): (  82,   1) --> ( 253,   1), goal index:      182, cost =
 index:       21, (beta,j): (  83,  15) --> ( 253,   1), goal index:      182, cost =
 index:       22, (beta,j): (  83,   1) --> ( 253,   1), goal index:      182, cost =
 index:       23, (beta,j): (  84,  15) --> ( 253,   1), goal index:      182, cost =
 index:       24, (beta,j): (  84,   1) --> ( 253,   1), goal index:      182, cost =
 index:       25, (beta,j): (  85,  15) --> ( 253,   1), goal index:      182, cost =
 index:       26, (beta,j): (  85,   1) --> ( 253,   1), goal index:      182, cost =
 index:       27, (beta,j): (  86,  15) --> ( 253,   1), goal index:      182, cost =
 index:       28, (beta,j): (  86,  14) --> ( 253,   1), goal index:      184, cost =
 index:       29, (beta,j): (  86,  13) --> ( 253,   1), goal index:      188, cost =
 index:       30, (beta,j): (  86,   1) --> ( 253,   1), goal index:      189, cost =
 index:       31, (beta,j): (  87,  15) --> ( 253,   1), goal index:      184, cost =
 index:       32, (beta,j): (  87,   1) --> ( 253,   1), goal index:      184, cost =
