TU LWE Challenge, n =  40, alpha = 0.0450
[0m[1;31m dim = 195, dvol = 302.20 [0m
Generate gs-lengths by GSA assumption. Attack Estimation via simulation + probabilistic model (EnumBS in parallel)
gap = 1, J = 15, J_gap = 1, cost_model = 2, max_loop = 30, threads = 50, prec = 1.000000e+03, strategy_add_method = 2
 index:    1, (beta,j): (  51,  15) --> ( 194,   1), goal index:    1, cost =
 index:  316, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 2795, cost =
 index:  317, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3310, cost =
 index:  318, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3302, cost =
 index:  319, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 3796, cost =
 index:  320, (beta,j): ( 175,  13) --> ( 227,   1), goal index: 3653, cost =
 index:  321, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3879, cost =
 index:  322, (beta,j): ( 174,  13) --> ( 227,   1), goal index: 3487, cost =
 index:  323, (beta,j): ( 175,  13) --> ( 227,   1), goal index: 3460, cost =
 index:  324, (beta,j): ( 173,  14) --> ( 227,   1), goal index: 3872, cost =
 index:  325, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2525, cost =
 index:  326, (beta,j): ( 174,  14) --> ( 227,   1), goal index: 2679, cost =
 index:  327, (beta,j): ( 174,  14) --> ( 227,   1), goal index: 2608, cost =
 index:  328, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 3025, cost =
 index:  329, (beta,j): ( 172,  14) --> ( 227,   1), goal index: 3160, cost =
 index:  330, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2323, cost =
 index:  331, (beta,j): ( 179,  11) --> ( 227,   1), goal index: 2549, cost =
 index:  332, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 2731, cost =
 index:  333, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2946, cost =
 index:  334, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 2980, cost =
 index:  335, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 3198, cost =
 index:  336, (beta,j): ( 173,  14) --> ( 227,   1), goal index: 3143, cost =
 index:  337, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2512, cost =
 index:  338, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 2648, cost =
 index:  339, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 2839, cost =
 index:  340, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 2898, cost =
 index:  341, (beta,j): ( 174,  14) --> ( 227,   1), goal index: 3428, cost =
 index:  342, (beta,j): ( 181,  14) --> ( 227,   1), goal index: 2992, cost =
 index:  343, (beta,j): ( 173,  14) --> ( 227,   1), goal index: 3006, cost =
 index:  344, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 2559, cost =
 index:  345, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 2772, cost =
 index:  346, (beta,j): ( 174,  14) --> ( 227,   1), goal index: 3251, cost =
 index:  347, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 2729, cost =
 index:  348, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3206, cost =
 index:  349, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3190, cost =
 index:  350, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 3708, cost =
 index:  351, (beta,j): ( 175,  13) --> ( 227,   1), goal index: 3588, cost =
 index:  352, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 4091, cost =
 index:  353, (beta,j): ( 174,  13) --> ( 227,   1), goal index: 3679, cost =
 index:  354, (beta,j): ( 175,  13) --> ( 227,   1), goal index: 3722, cost =
 index:  355, (beta,j): ( 173,  14) --> ( 227,   1), goal index: 4135, cost =
 index:  356, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2743, cost =
 index:  357, (beta,j): ( 174,  14) --> ( 227,   1), goal index: 2804, cost =
 index:  358, (beta,j): ( 174,  14) --> ( 227,   1), goal index: 2715, cost =
 index:  359, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 3095, cost =
 index:  360, (beta,j): ( 172,  14) --> ( 227,   1), goal index: 3239, cost =
 index:  361, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2441, cost =
 index:  362, (beta,j): ( 179,  11) --> ( 227,   1), goal index: 2644, cost =
 index:  363, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 2840, cost =
 index:  364, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 3066, cost =
 index:  365, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 2984, cost =
 index:  366, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 3191, cost =
 index:  367, (beta,j): ( 173,  14) --> ( 227,   1), goal index: 3142, cost =
 index:  368, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2534, cost =
 index:  369, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 2660, cost =
 index:  370, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 2871, cost =
 index:  371, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 2945, cost =
 index:  372, (beta,j): ( 174,  14) --> ( 227,   1), goal index: 3488, cost =
 index:  373, (beta,j): ( 181,  14) --> ( 227,   1), goal index: 3077, cost =
 index:  374, (beta,j): ( 173,  14) --> ( 227,   1), goal index: 3103, cost =
 index:  375, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 2573, cost =
 index:  376, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 2799, cost =
 index:  377, (beta,j): ( 174,  14) --> ( 227,   1), goal index: 3318, cost =
 index:  378, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 2749, cost =
 index:  379, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3307, cost =
 index:  380, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3279, cost =
 index:  381, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 3743, cost =
 index:  382, (beta,j): ( 175,  13) --> ( 227,   1), goal index: 3718, cost =
 index:  383, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 4110, cost =
 index:  384, (beta,j): ( 174,  13) --> ( 227,   1), goal index: 3707, cost =
 index:  385, (beta,j): ( 175,  13) --> ( 227,   1), goal index: 3767, cost =
 index:  386, (beta,j): ( 173,  14) --> ( 227,   1), goal index: 4198, cost =
 index:  387, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2681, cost =
 index:  388, (beta,j): ( 174,  14) --> ( 227,   1), goal index: 2805, cost =
 index:  389, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2679, cost =
 index:  390, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 2778, cost =
 index:  391, (beta,j): ( 172,  14) --> ( 227,   1), goal index: 3275, cost =
 index:  392, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2352, cost =
 index:  393, (beta,j): ( 179,  11) --> ( 227,   1), goal index: 2564, cost =
 index:  394, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 2716, cost =
 index:  395, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2957, cost =
 index:  396, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 2957, cost =
 index:  397, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 3216, cost =
 index:  398, (beta,j): ( 173,  14) --> ( 227,   1), goal index: 3152, cost =
 index:  399, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2476, cost =
 index:  400, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 2641, cost =
 index:  401, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 2913, cost =
 index:  402, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3001, cost =
 index:  403, (beta,j): ( 174,  14) --> ( 227,   1), goal index: 3507, cost =
 index:  404, (beta,j): ( 181,  14) --> ( 227,   1), goal index: 3149, cost =
 index:  405, (beta,j): ( 173,  14) --> ( 227,   1), goal index: 3164, cost =
 index:  406, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 2579, cost =
 index:  407, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 2838, cost =
 index:  408, (beta,j): ( 174,  14) --> ( 227,   1), goal index: 3269, cost =
 index:  409, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 2741, cost =
 index:  410, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3305, cost =
 index:  411, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3295, cost =
 index:  412, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 3816, cost =
 index:  413, (beta,j): ( 175,  13) --> ( 227,   1), goal index: 3767, cost =
 index:  414, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 4335, cost =
 index:  415, (beta,j): ( 174,  13) --> ( 227,   1), goal index: 3799, cost =
 index:  416, (beta,j): ( 175,  13) --> ( 227,   1), goal index: 3842, cost =
 index:  417, (beta,j): ( 173,  14) --> ( 227,   1), goal index: 4291, cost =
 index:  418, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2647, cost =
 index:  419, (beta,j): ( 174,  14) --> ( 227,   1), goal index: 2756, cost =
 index:  420, (beta,j): ( 174,  14) --> ( 227,   1), goal index: 2622, cost =
 index:  421, (beta,j): ( 172,  14) --> ( 227,   1), goal index: 3083, cost =
 index:  422, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2317, cost =
 index:  423, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2522, cost =
 index:  424, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2565, cost =
 index:  425, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3092, cost =
 index:  426, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 3100, cost =
 index:  427, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 2890, cost =
 index:  428, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 3176, cost =
 index:  429, (beta,j): ( 173,  14) --> ( 227,   1), goal index: 3107, cost =
 index:  430, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2506, cost =
 index:  431, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 2622, cost =
 index:  432, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 2906, cost =
 index:  433, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3006, cost =
 index:  434, (beta,j): ( 174,  14) --> ( 227,   1), goal index: 3556, cost =
 index:  435, (beta,j): ( 181,  14) --> ( 227,   1), goal index: 3064, cost =
 index:  436, (beta,j): ( 173,  14) --> ( 227,   1), goal index: 3082, cost =
 index:  437, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 2506, cost =
 index:  438, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 2798, cost =
 index:  439, (beta,j): ( 174,  14) --> ( 227,   1), goal index: 3350, cost =
 index:  440, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 2700, cost =
 index:  441, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3243, cost =
 index:  442, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3310, cost =
 index:  443, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 3682, cost =
 index:  444, (beta,j): ( 175,  13) --> ( 227,   1), goal index: 3636, cost =
 index:  445, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 4217, cost =
 index:  446, (beta,j): ( 174,  13) --> ( 227,   1), goal index: 3754, cost =
 index:  447, (beta,j): ( 173,  14) --> ( 227,   1), goal index: 3839, cost =
 index:  448, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 2616, cost =
 index:  449, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2918, cost =
 index:  450, (beta,j): ( 174,  14) --> ( 227,   1), goal index: 2969, cost =
 index:  451, (beta,j): ( 174,  14) --> ( 227,   1), goal index: 2674, cost =
 index:  452, (beta,j): ( 172,  14) --> ( 227,   1), goal index: 3072, cost =
 index:  453, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2256, cost =
 index:  454, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2470, cost =
 index:  455, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3016, cost =
 index:  456, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2988, cost =
 index:  457, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 2832, cost =
 index:  458, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 3072, cost =
 index:  459, (beta,j): ( 173,  14) --> ( 227,   1), goal index: 2976, cost =
 index:  460, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2362, cost =
 index:  461, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 2534, cost =
 index:  462, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 2792, cost =
 index:  463, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 2888, cost =
 index:  464, (beta,j): ( 174,  14) --> ( 227,   1), goal index: 3424, cost =
 index:  465, (beta,j): ( 181,  14) --> ( 227,   1), goal index: 2959, cost =
 index:  466, (beta,j): ( 173,  14) --> ( 227,   1), goal index: 2992, cost =
 index:  467, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2341, cost =
 index:  468, (beta,j): ( 180,  13) --> ( 227,   1), goal index: 2506, cost =
 index:  469, (beta,j): ( 179,  11) --> ( 227,   1), goal index: 2685, cost =
 index:  470, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 2910, cost =
 index:  471, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 3187, cost =
 index:  472, (beta,j): ( 179,  11) --> ( 227,   1), goal index: 3213, cost =
 index:  473, (beta,j): ( 179,  11) --> ( 227,   1), goal index: 3105, cost =
 index:  474, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3097, cost =
 index:  475, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3308, cost =
 index:  476, (beta,j): ( 173,  14) --> ( 227,   1), goal index: 3479, cost =
 index:  477, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 2324, cost =
 index:  478, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 2563, cost =
 index:  479, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2785, cost =
 index:  480, (beta,j): ( 174,  14) --> ( 227,   1), goal index: 2866, cost =
 index:  481, (beta,j): ( 179,  11) --> ( 227,   1), goal index: 2439, cost =
 index:  482, (beta,j): ( 181,  14) --> ( 227,   1), goal index: 2566, cost =
 index:  483, (beta,j): ( 181,  11) --> ( 227,   1), goal index: 2697, cost =
 index:  484, (beta,j): ( 181,  13) --> ( 227,   1), goal index: 2885, cost =
 index:  485, (beta,j): ( 174,  14) --> ( 227,   1), goal index: 3109, cost =
 index:  486, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2616, cost =
 index:  487, (beta,j): ( 179,  11) --> ( 227,   1), goal index: 2704, cost =
 index:  488, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 2779, cost =
 index:  489, (beta,j): ( 181,  14) --> ( 227,   1), goal index: 2972, cost =
 index:  490, (beta,j): ( 174,  14) --> ( 227,   1), goal index: 2929, cost =
 index:  491, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2479, cost =
 index:  492, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 2621, cost =
 index:  493, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2866, cost =
 index:  494, (beta,j): ( 179,  11) --> ( 227,   1), goal index: 2869, cost =
 index:  495, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 2904, cost =
 index:  496, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3143, cost =
 index:  497, (beta,j): ( 181,  13) --> ( 227,   1), goal index: 3289, cost =
 index:  498, (beta,j): ( 174,  14) --> ( 227,   1), goal index: 3466, cost =
 index:  499, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 2493, cost =
 index:  500, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 2734, cost =
 index:  501, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2904, cost =
 index:  502, (beta,j): ( 180,  13) --> ( 227,   1), goal index: 2926, cost =
 index:  503, (beta,j): ( 182,  14) --> ( 227,   1), goal index: 2924, cost =
 index:  504, (beta,j): ( 182,  13) --> ( 227,   1), goal index: 3202, cost =
 index:  505, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 3493, cost =
 index:  506, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2898, cost =
 index:  507, (beta,j): ( 182,  13) --> ( 227,   1), goal index: 2936, cost =
 index:  508, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 3218, cost =
 index:  509, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 2799, cost =
 index:  510, (beta,j): ( 181,  13) --> ( 227,   1), goal index: 3005, cost =
 index:  511, (beta,j): ( 182,  14) --> ( 227,   1), goal index: 3044, cost =
 index:  512, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 3208, cost =
 index:  513, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2828, cost =
 index:  514, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 2827, cost =
 index:  515, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 3049, cost =
 index:  516, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3062, cost =
 index:  517, (beta,j): ( 179,  11) --> ( 227,   1), goal index: 3139, cost =
 index:  518, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3005, cost =
 index:  519, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3198, cost =
 index:  520, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 3399, cost =
 index:  521, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 2784, cost =
 index:  522, (beta,j): ( 180,  13) --> ( 227,   1), goal index: 2927, cost =
 index:  523, (beta,j): ( 180,  12) --> ( 227,   1), goal index: 2955, cost =
 index:  524, (beta,j): ( 182,  14) --> ( 227,   1), goal index: 3210, cost =
 index:  525, (beta,j): ( 182,  13) --> ( 227,   1), goal index: 3456, cost =
 index:  526, (beta,j): ( 181,  10) --> ( 227,   1), goal index: 3690, cost =
 index:  527, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 3829, cost =
 index:  528, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3320, cost =
 index:  529, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 3371, cost =
 index:  530, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3265, cost =
 index:  531, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 3498, cost =
 index:  532, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 3183, cost =
 index:  533, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3174, cost =
 index:  534, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3148, cost =
 index:  535, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 3192, cost =
 index:  536, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3037, cost =
 index:  537, (beta,j): ( 179,  11) --> ( 227,   1), goal index: 3152, cost =
 index:  538, (beta,j): ( 179,   6) --> ( 227,   1), goal index: 3068, cost =
 index:  539, (beta,j): ( 182,  14) --> ( 227,   1), goal index: 3404, cost =
 index:  540, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 3518, cost =
 index:  541, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3172, cost =
 index:  542, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 2973, cost =
 index:  543, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 2996, cost =
 index:  544, (beta,j): ( 181,  11) --> ( 227,   1), goal index: 3104, cost =
 index:  545, (beta,j): ( 179,  11) --> ( 227,   1), goal index: 3103, cost =
 index:  546, (beta,j): ( 181,  14) --> ( 227,   1), goal index: 2940, cost =
 index:  547, (beta,j): ( 179,   7) --> ( 227,   1), goal index: 2935, cost =
 index:  548, (beta,j): ( 181,  11) --> ( 227,   1), goal index: 3097, cost =
 index:  549, (beta,j): ( 180,  13) --> ( 227,   1), goal index: 3163, cost =
 index:  550, (beta,j): ( 179,   6) --> ( 227,   1), goal index: 3093, cost =
 index:  551, (beta,j): ( 182,  14) --> ( 227,   1), goal index: 3410, cost =
 index:  552, (beta,j): ( 182,  13) --> ( 227,   1), goal index: 3585, cost =
 index:  553, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 3880, cost =
 index:  554, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3421, cost =
 index:  555, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3032, cost =
 index:  556, (beta,j): ( 179,   4) --> ( 227,   1), goal index: 3117, cost =
 index:  557, (beta,j): ( 182,  14) --> ( 227,   1), goal index: 3556, cost =
 index:  558, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 3637, cost =
 index:  559, (beta,j): ( 182,  14) --> ( 227,   1), goal index: 3286, cost =
 index:  560, (beta,j): ( 181,  10) --> ( 227,   1), goal index: 3390, cost =
 index:  561, (beta,j): ( 177,  14) --> ( 227,   1), goal index: 3599, cost =
 index:  562, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3629, cost =
 index:  563, (beta,j): ( 179,  11) --> ( 227,   1), goal index: 3273, cost =
 index:  564, (beta,j): ( 179,   4) --> ( 227,   1), goal index: 3110, cost =
 index:  565, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 3574, cost =
 index:  566, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3160, cost =
 index:  567, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3201, cost =
 index:  568, (beta,j): ( 181,  13) --> ( 227,   1), goal index: 3317, cost =
 index:  569, (beta,j): ( 177,  14) --> ( 227,   1), goal index: 3409, cost =
 index:  570, (beta,j): ( 180,  10) --> ( 227,   1), goal index: 3478, cost =
 index:  571, (beta,j): ( 179,   6) --> ( 227,   1), goal index: 3637, cost =
 index:  572, (beta,j): ( 181,   8) --> ( 227,   1), goal index: 3851, cost =
 index:  573, (beta,j): ( 179,   4) --> ( 227,   1), goal index: 4106, cost =
 index:  574, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 4314, cost =
 index:  575, (beta,j): ( 180,  13) --> ( 227,   1), goal index: 3572, cost =
 index:  576, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3306, cost =
 index:  577, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3479, cost =
 index:  578, (beta,j): ( 182,  14) --> ( 227,   1), goal index: 3297, cost =
 index:  579, (beta,j): ( 181,   9) --> ( 227,   1), goal index: 3424, cost =
 index:  580, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 3646, cost =
 index:  581, (beta,j): ( 177,  14) --> ( 227,   1), goal index: 3315, cost =
 index:  582, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3593, cost =
 index:  583, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3173, cost =
 index:  584, (beta,j): ( 177,  14) --> ( 227,   1), goal index: 3055, cost =
 index:  585, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3159, cost =
 index:  586, (beta,j): ( 179,  11) --> ( 227,   1), goal index: 3193, cost =
 index:  587, (beta,j): ( 181,  11) --> ( 227,   1), goal index: 3038, cost =
 index:  588, (beta,j): ( 182,  14) --> ( 227,   1), goal index: 3021, cost =
 index:  589, (beta,j): ( 177,  14) --> ( 227,   1), goal index: 3268, cost =
 index:  590, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3324, cost =
 index:  591, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3361, cost =
 index:  592, (beta,j): ( 181,  11) --> ( 227,   1), goal index: 3526, cost =
 index:  593, (beta,j): ( 180,  13) --> ( 227,   1), goal index: 3483, cost =
 index:  594, (beta,j): ( 180,  12) --> ( 227,   1), goal index: 3332, cost =
 index:  595, (beta,j): ( 182,  14) --> ( 227,   1), goal index: 3530, cost =
 index:  596, (beta,j): ( 182,  13) --> ( 227,   1), goal index: 3698, cost =
 index:  597, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 3961, cost =
 index:  598, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3499, cost =
 index:  599, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 2958, cost =
 index:  600, (beta,j): ( 181,  11) --> ( 227,   1), goal index: 3035, cost =
 index:  601, (beta,j): ( 178,   4) --> ( 227,   1), goal index: 3059, cost =
 index:  602, (beta,j): ( 182,  14) --> ( 227,   1), goal index: 3272, cost =
 index:  603, (beta,j): ( 182,  14) --> ( 227,   1), goal index: 3369, cost =
 index:  604, (beta,j): ( 182,  13) --> ( 227,   1), goal index: 3594, cost =
 index:  605, (beta,j): ( 177,  14) --> ( 227,   1), goal index: 3783, cost =
 index:  606, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3415, cost =
 index:  607, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3024, cost =
 index:  608, (beta,j): ( 180,  10) --> ( 227,   1), goal index: 3072, cost =
 index:  609, (beta,j): ( 177,  14) --> ( 227,   1), goal index: 3261, cost =
 index:  610, (beta,j): ( 182,  14) --> ( 227,   1), goal index: 3199, cost =
 index:  611, (beta,j): ( 181,  10) --> ( 227,   1), goal index: 3276, cost =
 index:  612, (beta,j): ( 177,  14) --> ( 227,   1), goal index: 3482, cost =
 index:  613, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3590, cost =
 index:  614, (beta,j): ( 182,  14) --> ( 227,   1), goal index: 3182, cost =
 index:  615, (beta,j): ( 179,  11) --> ( 227,   1), goal index: 3238, cost =
 index:  616, (beta,j): ( 178,   4) --> ( 227,   1), goal index: 2943, cost =
 index:  617, (beta,j): ( 177,  14) --> ( 227,   1), goal index: 3320, cost =
 index:  618, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3212, cost =
 index:  619, (beta,j): ( 179,  10) --> ( 227,   1), goal index: 3180, cost =
 index:  620, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3158, cost =
 index:  621, (beta,j): ( 181,  13) --> ( 227,   1), goal index: 3379, cost =
 index:  622, (beta,j): ( 179,  10) --> ( 227,   1), goal index: 3367, cost =
 index:  623, (beta,j): ( 178,   4) --> ( 227,   1), goal index: 3239, cost =
 index:  624, (beta,j): ( 177,  14) --> ( 227,   1), goal index: 3500, cost =
 index:  625, (beta,j): ( 181,  13) --> ( 227,   1), goal index: 3385, cost =
 index:  626, (beta,j): ( 180,  13) --> ( 227,   1), goal index: 3519, cost =
 index:  627, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3243, cost =
 index:  628, (beta,j): ( 179,  11) --> ( 227,   1), goal index: 3418, cost =
 index:  629, (beta,j): ( 181,  11) --> ( 227,   1), goal index: 3150, cost =
 index:  630, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3200, cost =
 index:  631, (beta,j): ( 182,  14) --> ( 227,   1), goal index: 3357, cost =
 index:  632, (beta,j): ( 179,  11) --> ( 227,   1), goal index: 3503, cost =
 index:  633, (beta,j): ( 177,  14) --> ( 227,   1), goal index: 3534, cost =
 index:  634, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3526, cost =
 index:  635, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3631, cost =
 index:  636, (beta,j): ( 179,  11) --> ( 227,   1), goal index: 3205, cost =
 index:  637, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3065, cost =
 index:  638, (beta,j): ( 181,  11) --> ( 227,   1), goal index: 3215, cost =
 index:  639, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3146, cost =
 index:  640, (beta,j): ( 179,  11) --> ( 227,   1), goal index: 2973, cost =
 index:  641, (beta,j): ( 181,  14) --> ( 227,   1), goal index: 2875, cost =
 index:  642, (beta,j): ( 181,  11) --> ( 227,   1), goal index: 2708, cost =
 index:  643, (beta,j): ( 180,  13) --> ( 227,   1), goal index: 2806, cost =
